,Order ID,Placed Date,Customer ID,Order Number,Is Trial (Yes / No),Gross revenue
1951,328104,2020-09-24,71780,1,No,59.88
1952,327995,2020-09-24,71754,1,No,69.88
1953,328190,2020-09-24,71799,1,Yes,4.98
1954,328390,2020-09-24,71845,1,No,87.88
1955,300505,2020-09-24,65946,6,No,42.99
1956,310731,2020-09-24,67227,7,No,62.38
1957,328290,2020-09-24,71821,1,No,71.88
1958,328027,2020-09-24,71762,1,No,47.5
1959,327943,2020-09-24,71744,1,No,40.5
1960,328346,2020-09-24,71834,1,No,59.88
1961,327959,2020-09-24,71747,1,No,48.5
1962,293146,2020-09-24,66951,4,No,43.0
1963,328137,2020-09-24,71788,1,No,59.88
1964,328310,2020-09-24,71826,1,No,40.5
1965,327939,2020-09-24,71743,1,No,40.5
1966,254122,2020-09-24,57428,7,No,62.38
1967,327864,2020-09-24,71727,1,No,43.5
1968,328314,2020-09-24,71827,1,Yes,4.98
1969,328286,2020-09-24,71820,1,Yes,4.98
1970,328382,2020-09-24,71843,1,Yes,4.98
1971,328406,2020-09-24,71848,1,Yes,4.98
1972,250133,2020-09-24,62116,4,No,62.38
1973,327789,2020-09-24,71719,1,No,54.5
1974,296215,2020-09-24,63675,9,No,43.0
1975,328302,2020-09-24,71824,1,No,54.0
1976,296208,2020-09-24,56845,14,No,63.0
1977,328378,2020-09-24,71842,1,No,59.88
1978,327967,2020-09-24,71749,1,No,40.5
1979,327835,2020-09-24,71722,1,No,59.88
1980,328011,2020-09-24,71758,1,No,66.88
1981,273570,2020-09-24,64729,3,No,72.5
1982,328149,2020-09-24,71791,1,No,40.5
1983,297928,2020-09-24,48122,40,No,62.38
1984,296213,2020-09-24,61651,9,No,68.0
1985,321280,2020-09-24,70696,3,No,43.0
1986,327761,2020-09-24,71712,1,Yes,4.98
1987,299689,2020-09-24,40149,28,No,43.0
1988,328350,2020-09-24,71835,1,Yes,4.98
1989,304662,2020-09-24,68409,3,No,55.0
1990,328019,2020-09-24,71760,1,No,63.88
1991,328178,2020-09-24,71796,1,No,62.38
1992,328064,2020-09-24,71771,1,No,43.0
1993,300948,2020-09-24,44871,34,No,61.0
1994,328354,2020-09-24,71836,1,Yes,4.98
1995,328068,2020-09-24,71772,1,No,59.88
1996,328060,2020-09-24,71770,1,No,59.88
1997,327955,2020-09-24,68201,1,No,40.5
1998,328145,2020-09-24,71790,1,No,48.5
1999,328215,2020-09-24,71806,1,No,59.88
2000,328040,2020-09-24,71765,1,No,40.5
2001,328072,2020-09-24,71773,1,Yes,4.98
2002,328100,2020-09-24,51104,11,No,71.88
2003,327922,2020-09-24,71739,1,No,43.0
2004,327891,2020-09-24,71733,1,No,68.88
2005,327935,2020-09-24,71742,1,No,40.5
2006,328358,2020-09-24,71837,1,Yes,4.98
2007,328326,2020-09-24,71830,1,No,48.5
2008,328394,2020-09-24,67932,4,No,40.5
2009,328133,2020-09-24,71787,1,No,43.0
2010,328182,2020-09-24,71797,1,No,40.5
2011,327951,2020-09-24,71746,1,No,46.5
2012,327963,2020-09-24,71748,1,Yes,4.98
2013,328278,2020-09-24,71818,1,Yes,4.98
2014,328003,2020-09-24,71756,1,Yes,4.98
2015,295522,2020-09-24,67178,2,No,62.38
2016,328211,2020-09-24,71805,1,No,40.5
2017,328257,2020-09-24,71815,1,No,59.88
2018,316771,2020-09-24,70126,2,No,43.0
2019,328056,2020-09-24,71769,1,Yes,4.98
2020,328322,2020-09-24,71829,1,No,40.5
2021,328342,2020-09-24,71833,1,No,59.88
2022,272869,2020-09-23,41882,13,No,59.88
2023,231188,2020-09-23,45317,11,No,59.88
2024,295813,2020-09-23,61607,10,No,40.5
2025,235848,2020-09-23,39881,8,No,68.88
2026,288322,2020-09-23,66385,4,No,59.88
2027,292475,2020-09-23,46989,18,No,40.5
2028,296762,2020-09-23,60242,3,No,59.88
2029,272833,2020-09-23,57583,8,No,59.88
2030,145014,2020-09-23,38051,4,No,48.5
2031,274961,2020-09-23,63281,5,No,59.88
2032,309948,2020-09-23,64406,10,No,59.88
2033,278789,2020-09-23,6614,5,No,77.88
2034,309312,2020-09-23,69037,4,No,59.88
2035,310003,2020-09-23,55602,27,No,40.5
2036,259528,2020-09-23,55367,8,No,59.88
2037,295795,2020-09-23,62340,9,No,40.5
2038,295644,2020-09-23,57474,14,No,87.88
2039,316136,2020-09-23,69994,2,No,40.5
2040,295851,2020-09-23,64606,7,No,40.5
2041,290335,2020-09-23,64902,7,No,51.45
2042,284644,2020-09-23,58923,11,No,59.88
2043,286150,2020-09-23,66213,2,No,59.88
2044,264345,2020-09-23,63615,3,No,59.88
2045,305283,2020-09-23,27771,12,No,40.5
2046,305248,2020-09-23,64181,13,No,48.4
2047,304739,2020-09-23,68425,2,No,62.38
2048,327302,2020-09-23,71617,1,No,52.5
2049,292082,2020-09-23,66811,3,No,59.88
2050,255850,2020-09-23,57454,8,No,59.88
2051,308447,2020-09-23,68961,3,No,59.88
2052,303084,2020-09-23,68183,2,No,65.88
2053,303673,2020-09-23,68299,3,No,40.5
2054,280536,2020-09-23,65510,4,No,59.88
2055,223025,2020-09-23,53078,4,No,40.5
2056,327314,2020-09-23,71618,1,Yes,4.98
2057,327721,2020-09-23,71704,1,No,59.88
2058,327520,2020-09-23,71659,1,No,59.88
2059,326811,2020-09-23,66924,2,No,59.88
2060,327705,2020-09-23,71700,1,No,67.0
2061,295566,2020-09-23,33484,3,No,59.88
2062,295828,2020-09-23,57335,14,No,40.5
2063,310032,2020-09-23,65804,10,No,40.5
2064,269991,2020-09-23,54755,8,No,59.88
2065,304962,2020-09-23,68470,2,No,40.5
2066,295783,2020-09-23,51983,18,No,59.88
2067,327669,2020-09-23,71691,1,No,59.88
2068,308938,2020-09-23,65380,8,No,40.5
2069,305074,2020-09-23,67080,6,No,59.88
2070,310107,2020-09-23,64056,13,No,76.5
2071,327334,2020-09-23,71623,1,No,40.5
2072,294238,2020-09-23,62195,10,No,40.5
2073,301734,2020-09-23,68036,3,No,59.88
2074,293397,2020-09-23,28993,16,No,40.5
2075,327200,2020-09-23,71596,1,No,59.88
2076,314864,2020-09-23,69813,2,No,40.5
2077,327689,2020-09-23,71696,1,No,87.88
2078,266357,2020-09-23,55840,7,No,95.88
2079,327713,2020-09-23,71702,1,No,59.88
2080,265972,2020-09-23,28169,49,No,63.83
2081,304302,2020-09-23,66615,7,No,72.45
2082,273149,2020-09-23,52834,4,No,59.88
2083,243308,2020-09-23,36266,5,No,59.88
2084,327251,2020-09-23,71608,1,No,40.5
2085,272710,2020-09-23,41502,13,No,59.88
2086,327454,2020-09-23,71644,1,No,40.5
2087,285903,2020-09-23,37468,5,No,67.88
2088,327545,2020-09-23,71665,1,No,62.38
2089,326787,2020-09-23,71584,1,No,56.5
2090,259627,2020-09-23,29200,25,No,52.35
2091,327462,2020-09-23,71646,1,No,40.5
2092,318205,2020-09-23,70278,2,No,40.5
2093,306164,2020-09-23,28854,123,No,56.45
2094,327435,2020-09-23,71641,1,No,48.5
2095,287533,2020-09-23,66329,3,No,48.4
2096,310192,2020-09-23,55448,26,No,40.5
2097,284835,2020-09-23,59622,11,No,40.5
2098,250233,2020-09-23,62136,4,No,40.5
2099,327504,2020-09-23,71656,1,No,40.5
2100,326807,2020-09-23,71589,1,Yes,4.98
2101,327645,2020-09-23,71687,1,No,59.88
2102,299083,2020-09-23,30661,6,No,67.78
2103,295881,2020-09-23,62232,9,No,40.5
2104,286702,2020-09-23,49217,18,No,59.88
2105,327369,2020-09-23,71629,1,No,59.88
2106,303319,2020-09-23,68224,2,No,59.88
2107,327492,2020-09-23,71653,1,No,47.5
2108,276002,2020-09-23,35485,16,No,59.88
2109,326791,2020-09-23,71585,1,No,59.88
2110,321315,2020-09-23,70704,2,No,40.5
2111,326803,2020-09-23,71588,1,No,40.5
2112,327624,2020-09-23,71683,1,No,62.38
2113,327326,2020-09-23,71621,1,Yes,4.98
2114,308707,2020-09-23,69013,3,No,59.88
2115,327725,2020-09-23,71705,1,Yes,4.98
2116,295812,2020-09-23,55542,11,No,40.5
2117,275409,2020-09-23,59114,9,No,59.88
2118,285044,2020-09-23,61553,5,No,54.5
2119,306490,2020-09-23,68706,4,No,59.88
2120,270216,2020-09-23,58843,7,No,59.88
2121,327466,2020-09-23,71647,1,Yes,4.98
2122,280770,2020-09-23,55614,13,No,59.88
2123,327717,2020-09-23,71703,1,Yes,4.98
2124,312280,2020-09-23,69524,2,No,59.88
2125,292464,2020-09-23,56829,12,No,77.88
2126,256114,2020-09-23,43584,8,No,56.29
2127,288672,2020-09-23,27141,31,No,44.45
2128,326779,2020-09-23,71582,1,No,40.5
2129,307555,2020-09-23,53571,36,No,40.5
2130,288821,2020-09-23,60204,13,No,67.78
2131,326799,2020-09-23,71587,1,Yes,4.98
2132,292026,2020-09-23,66801,3,No,40.5
2133,327474,2020-09-23,71649,1,No,59.88
2134,271980,2020-09-23,53794,12,No,40.5
2135,295885,2020-09-23,65137,8,No,52.35
2136,287728,2020-09-23,62959,7,No,59.88
2137,295820,2020-09-23,54102,21,No,59.88
2138,273242,2020-09-23,50467,9,No,59.88
2139,295616,2020-09-23,63613,8,No,59.88
2140,327330,2020-09-23,71622,1,No,59.88
2141,308268,2020-09-23,68918,4,No,40.5
2142,295602,2020-09-23,62576,9,No,69.83
2143,300509,2020-09-23,56283,7,No,59.88
2144,242989,2020-09-23,46326,6,No,59.88
2145,284909,2020-09-23,63882,7,No,59.88
2146,315389,2020-09-23,69844,2,No,40.5
2147,281122,2020-09-23,57626,9,No,59.88
2148,327677,2020-09-23,71693,1,No,55.0
2149,326819,2020-09-23,71590,1,Yes,4.98
2150,295807,2020-09-23,48737,21,No,59.88
2151,327628,2020-09-23,71684,1,No,59.88
2152,309852,2020-09-23,58952,25,No,40.5
2153,309127,2020-09-23,68156,5,No,59.88
2154,295831,2020-09-23,62697,9,No,40.5
2155,326747,2020-09-23,71574,1,Yes,4.98
2156,303439,2020-09-23,68249,4,No,40.5
2157,284704,2020-09-23,49797,14,No,40.5
2158,315425,2020-09-23,69853,2,No,48.5
2159,274558,2020-09-23,56600,9,No,59.88
2160,309679,2020-09-23,54733,18,No,59.88
2161,311828,2020-09-23,68866,2,No,59.88
2162,288677,2020-09-23,41072,20,No,59.88
2163,302865,2020-09-23,66182,7,No,59.88
2164,326767,2020-09-23,71579,1,No,40.5
2165,295799,2020-09-23,45715,20,No,59.88
2166,327207,2020-09-23,71598,1,Yes,4.98
2167,268178,2020-09-23,55397,5,No,59.88
2168,327681,2020-09-23,71694,1,No,43.5
2169,327606,2020-09-23,71679,1,No,48.5
2170,297524,2020-09-23,67476,2,No,40.5
2171,327749,2020-09-23,71710,1,No,48.5
2172,327733,2020-09-23,71707,1,No,65.88
2173,327582,2020-09-23,71674,1,No,59.88
2174,308229,2020-09-23,57498,9,No,40.5
2175,310156,2020-09-23,64559,14,No,40.5
2176,320532,2020-09-23,70614,2,No,40.5
2177,309853,2020-09-23,8477,21,No,40.5
2178,306314,2020-09-23,68667,2,No,40.5
2179,306750,2020-09-23,67315,3,No,40.5
2180,260178,2020-09-23,58993,7,No,40.5
2181,311363,2020-09-23,69352,3,No,40.5
2182,276724,2020-09-23,65105,3,No,65.88
2183,327340,2020-09-23,71624,1,No,62.38
2184,303036,2020-09-23,68172,4,No,59.88
2185,308651,2020-09-23,69004,2,No,59.88
2186,297861,2020-09-23,55952,24,No,59.88
2187,327508,2020-09-23,71657,1,No,59.88
2188,295822,2020-09-23,46584,28,No,59.88
2189,327616,2020-09-23,71681,1,No,43.0
2190,295194,2020-09-23,66281,5,No,40.5
2191,283746,2020-09-23,65912,2,No,65.88
2192,292043,2020-09-23,66804,4,No,40.5
2193,295891,2020-09-23,45738,31,No,40.5
2194,327286,2020-09-23,53902,5,No,59.88
2195,295842,2020-09-23,47329,21,No,40.5
2196,236813,2020-09-23,47042,12,No,40.5
2197,295593,2020-09-23,57332,13,No,87.78
2198,306333,2020-09-23,68671,4,No,59.88
2199,304976,2020-09-23,21350,26,No,58.5
2200,304764,2020-09-23,68430,3,No,59.88
2201,318245,2020-09-23,70285,2,No,59.88
2202,326771,2020-09-23,71580,1,Yes,4.98
2203,295868,2020-09-23,65357,6,No,59.88
2204,247233,2020-09-23,28630,27,No,40.5
2205,274567,2020-09-23,58393,8,No,59.88
2206,310338,2020-09-23,44153,8,No,40.5
2207,295364,2020-09-23,67141,4,No,40.5
2208,309708,2020-09-23,69111,2,No,40.5
2209,292435,2020-09-23,43930,31,No,58.5
2210,316759,2020-09-23,70123,2,No,59.88
2211,310455,2020-09-23,69176,2,No,59.88
2212,280983,2020-09-23,27379,4,No,59.88
2213,327569,2020-09-23,71671,1,No,59.88
2214,305337,2020-09-23,34729,4,No,47.5
2215,306279,2020-09-23,68659,3,No,59.88
2216,326759,2020-09-23,71577,1,No,59.88
2217,305978,2020-09-23,68607,2,No,59.88
2218,267849,2020-09-23,39843,18,No,59.88
2219,295704,2020-09-23,64889,7,No,40.5
2220,274153,2020-09-23,61182,6,No,59.88
2221,327290,2020-09-23,71614,1,No,71.88
2222,315535,2020-09-23,69874,3,No,59.88
2223,314631,2020-09-23,69758,3,No,59.88
2224,278806,2020-09-23,60212,7,No,40.5
2225,327578,2020-09-23,71673,1,No,59.88
2226,263621,2020-09-23,56813,14,No,59.88
2227,309906,2020-09-23,68216,5,No,63.83
2228,327409,2020-09-23,71638,1,Yes,4.98
2229,326783,2020-09-23,71583,1,Yes,4.98
2230,292312,2020-09-23,45795,24,No,40.5
2231,310163,2020-09-23,67140,7,No,58.5
2232,294538,2020-09-23,67075,3,No,56.45
2233,274882,2020-09-23,51036,14,No,40.5
2234,327649,2020-09-23,71688,1,Yes,4.98
2235,314760,2020-09-23,69788,2,No,59.88
2236,327413,2020-09-23,71639,1,No,59.88
2237,295767,2020-09-23,60192,10,No,67.78
2238,274785,2020-09-22,50315,9,No,40.5
2239,293316,2020-09-22,66988,2,No,59.88
2240,306912,2020-09-22,68790,2,No,40.5
2241,295193,2020-09-22,52064,20,No,40.5
2242,306077,2020-09-22,68626,2,No,59.88
2243,295178,2020-09-22,58885,13,No,53.5
2244,280069,2020-09-22,47100,9,No,65.88
2245,290897,2020-09-22,66670,2,No,65.88
2246,309149,2020-09-22,67183,7,No,59.88
2247,297719,2020-09-22,59710,17,No,59.88
2248,302858,2020-09-22,66990,5,No,59.88
2249,304896,2020-09-22,68452,2,No,92.88
2250,267973,2020-09-22,55816,8,No,43.5
2251,309062,2020-09-22,44014,32,No,40.5
2252,304429,2020-09-22,60009,13,No,56.5
2253,306668,2020-09-22,28463,46,No,66.88
2254,300787,2020-09-22,67845,3,No,40.5
2255,304333,2020-09-22,56199,23,No,40.5
2256,300557,2020-09-22,67798,2,No,59.88
2257,244671,2020-09-22,57819,3,No,59.88
2258,265910,2020-09-22,48548,9,No,48.4
2259,314852,2020-09-22,69810,2,No,40.5
2260,313023,2020-09-22,19702,5,No,69.88
2261,319332,2020-09-22,69695,2,No,93.68
2262,295899,2020-09-22,62373,10,No,59.88
2263,294908,2020-09-22,59987,12,No,44.5
2264,304016,2020-09-22,66254,6,No,59.88
2265,272105,2020-09-22,34488,18,No,52.35
2266,284166,2020-09-22,29040,40,No,85.83
2267,272089,2020-09-22,52417,8,No,71.88
2268,313315,2020-09-22,69592,2,No,40.5
2269,318840,2020-09-22,70390,2,No,76.5
2270,309041,2020-09-22,67107,7,No,40.5
2271,309160,2020-09-22,66581,9,No,64.5
2272,326344,2020-09-22,71489,1,No,69.88
2273,261614,2020-09-22,63407,4,No,40.5
2274,326537,2020-09-22,71528,1,No,59.88
2275,326411,2020-09-22,71501,1,No,40.5
2276,326651,2020-09-22,71551,1,No,63.88
2277,303790,2020-09-22,68323,2,No,59.88
2278,304083,2020-09-22,50133,29,No,75.68
2279,258107,2020-09-22,44689,7,No,71.88
2280,303559,2020-09-22,68274,3,No,40.5
2281,310664,2020-09-22,55126,7,No,59.88
2282,276360,2020-09-22,65051,4,No,40.5
2283,293910,2020-09-22,44309,16,No,40.5
2284,326477,2020-09-22,71514,1,No,75.88
2285,298552,2020-09-22,67538,4,No,59.88
2286,326664,2020-09-22,71555,1,No,59.88
2287,326501,2020-09-22,71520,1,No,69.88
2288,326705,2020-09-22,71565,1,Yes,4.98
2289,288762,2020-09-22,53395,26,No,40.5
2290,287996,2020-09-22,56709,13,No,59.88
2291,319134,2020-09-22,70448,2,No,83.78
2292,306430,2020-09-22,68693,3,No,63.35
2293,269735,2020-09-22,64334,3,No,59.88
2294,318991,2020-09-22,70416,2,No,40.5
2295,326262,2020-09-22,71472,1,No,62.38
2296,224538,2020-09-22,38406,10,No,63.83
2297,309103,2020-09-22,50485,36,No,62.88
2298,299976,2020-09-22,67753,4,No,59.88
2299,326485,2020-09-22,71516,1,No,65.88
2300,293979,2020-09-22,66593,5,No,59.88
2301,326622,2020-09-22,71544,1,No,59.88
2302,238193,2020-09-22,54806,4,No,52.5
2303,309068,2020-09-22,55873,27,No,68.88
2304,262313,2020-09-22,40448,17,No,71.73
2305,245744,2020-09-22,39824,15,No,40.5
2306,326634,2020-09-22,71547,1,No,40.5
2307,303555,2020-09-22,68273,3,No,48.4
2308,309287,2020-09-22,67245,6,No,59.88
2309,313363,2020-09-22,69602,2,No,57.5
2310,326275,2020-09-22,71474,1,No,76.88
2311,287975,2020-09-22,26859,10,No,40.5
2312,326287,2020-09-22,71477,1,No,48.5
2313,230608,2020-09-22,54659,5,No,59.88
2314,326312,2020-09-22,71482,1,No,59.88
2315,315442,2020-09-22,69857,2,No,40.5
2316,295100,2020-09-22,48185,14,No,40.5
2317,326291,2020-09-22,71478,1,No,43.0
2318,309134,2020-09-22,62142,14,No,59.88
2319,309451,2020-09-22,69065,2,No,47.5
2320,280293,2020-09-22,52957,15,No,59.88
2321,280120,2020-09-22,55129,21,No,59.88
2322,268555,2020-09-22,62882,5,No,52.5
2323,284090,2020-09-22,47491,20,No,59.88
2324,294764,2020-09-22,63536,6,No,68.88
2325,291728,2020-09-22,63889,9,No,59.88
2326,300581,2020-09-22,64547,3,No,58.4
2327,299326,2020-09-22,42638,25,No,40.5
2328,313833,2020-09-22,69701,2,No,65.5
2329,308890,2020-09-22,68193,5,No,40.5
2330,326360,2020-09-22,71492,1,Yes,4.98
2331,304919,2020-09-22,68459,2,No,48.5
2332,326713,2020-09-22,71567,1,No,59.88
2333,326320,2020-09-22,71484,1,No,40.5
2334,308968,2020-09-22,67722,6,No,59.88
2335,294836,2020-09-22,59403,12,No,59.88
2336,246862,2020-09-22,58796,5,No,40.5
2337,284077,2020-09-22,21177,8,No,59.88
2338,304632,2020-09-22,68404,2,No,40.5
2339,291542,2020-09-22,62162,12,No,59.88
2340,311918,2020-09-22,69465,2,No,69.88
2341,299345,2020-09-22,66991,5,No,59.88
2342,249608,2020-09-22,34997,9,No,59.88
2343,309053,2020-09-22,54089,30,No,40.5
2344,295339,2020-09-22,51239,5,No,59.88
2345,239029,2020-09-22,58440,5,No,59.88
2346,309196,2020-09-22,5366,15,No,59.88
2347,291759,2020-09-22,4150,23,No,59.88
2348,276349,2020-09-22,60084,9,No,52.45
2349,326693,2020-09-22,71562,1,No,40.5
2350,295233,2020-09-22,44202,19,No,59.88
2351,298234,2020-09-22,60246,13,No,59.88
2352,326303,2020-09-22,50546,2,No,43.0
2353,308538,2020-09-22,68979,2,No,40.5
2354,326391,2020-09-22,55873,28,No,43.5
2355,280311,2020-09-22,39411,25,No,59.88
2356,326328,2020-09-22,71486,1,No,59.88
2357,308992,2020-09-22,54837,29,No,59.88
2358,271751,2020-09-22,63186,5,No,59.88
2359,288089,2020-09-22,29861,39,No,59.88
2360,303725,2020-09-22,68311,3,No,40.5
2361,305846,2020-09-22,68579,3,No,59.88
2362,326525,2020-09-22,71526,1,Yes,4.98
2363,286630,2020-09-22,63386,7,No,40.5
2364,270106,2020-09-22,31618,28,No,59.88
2365,282883,2020-09-22,55888,14,No,59.88
2366,265212,2020-09-22,63781,4,No,59.88
2367,326709,2020-09-22,71566,1,No,62.88
2368,291303,2020-09-22,66749,3,No,40.5
2369,296816,2020-09-22,67340,3,No,59.88
2370,297822,2020-09-22,65192,5,No,59.88
2371,285637,2020-09-22,33756,6,No,71.88
2372,326731,2020-09-22,52340,2,No,64.5
2373,257859,2020-09-22,41700,10,No,59.88
2374,326489,2020-09-22,71517,1,Yes,4.98
2375,308002,2020-09-22,68862,2,No,48.5
2376,231212,2020-09-22,50645,11,No,40.5
2377,307907,2020-09-22,68843,2,No,48.5
2378,299515,2020-09-22,46494,27,No,40.5
2379,295226,2020-09-22,61388,10,No,59.88
2380,271648,2020-09-22,39901,23,No,40.5
2381,295182,2020-09-22,47052,23,No,59.88
2382,326685,2020-09-22,71560,1,No,59.88
2383,284060,2020-09-22,58244,9,No,73.5
2384,291308,2020-09-22,66750,4,No,40.5
2385,245883,2020-09-22,61713,3,No,48.4
2386,325559,2020-09-22,71441,1,Yes,4.98
2387,223524,2020-09-22,28263,20,No,40.5
2388,290263,2020-09-22,59018,12,No,40.5
2389,284035,2020-09-22,60431,8,No,40.5
2390,250777,2020-09-22,41714,8,No,40.5
2391,250176,2020-09-22,62127,3,No,60.5
2392,326340,2020-09-22,71488,1,No,65.88
2393,263285,2020-09-22,23302,17,No,59.88
2394,326352,2020-09-22,71490,1,Yes,4.98
2395,244678,2020-09-22,28947,14,No,59.88
2396,306027,2020-09-22,68616,2,No,59.88
2397,309075,2020-09-22,51629,37,No,59.88
2398,297398,2020-09-22,67449,2,No,59.88
2399,310656,2020-09-22,69219,2,No,44.5
2400,272120,2020-09-22,64531,4,No,40.5
2401,293455,2020-09-22,5143,10,No,59.88
2402,310685,2020-09-22,69225,2,No,59.88
2403,272152,2020-09-22,40295,3,No,59.88
2404,326509,2020-09-22,71522,1,Yes,4.98
2405,297892,2020-09-22,66284,6,No,59.88
2406,326570,2020-09-22,71536,1,Yes,7.48
2407,309057,2020-09-22,65917,10,No,59.88
2408,279217,2020-09-22,20724,9,No,83.88
2409,271384,2020-09-22,64498,3,No,56.5
2410,217311,2020-09-22,53490,4,No,75.68
2411,305861,2020-09-22,67106,3,No,59.88
2412,294820,2020-09-22,44126,19,No,40.5
2413,309019,2020-09-22,67208,6,No,40.5
2414,314486,2020-09-22,69725,2,No,59.88
2415,325597,2020-09-22,6505,5,No,40.5
2416,316003,2020-09-22,69971,2,No,40.5
2417,325906,2020-09-22,71456,1,No,59.88
2418,299347,2020-09-22,50095,33,No,72.5
2419,295153,2020-09-22,65068,6,No,59.88
2420,284063,2020-09-22,54034,9,No,59.88
2421,326403,2020-09-22,71499,1,No,40.5
2422,294941,2020-09-22,44228,24,No,59.88
2423,286536,2020-09-22,65211,5,No,44.5
2424,246844,2020-09-22,27196,56,No,40.5
2425,291713,2020-09-22,63981,10,No,44.44
2426,307983,2020-09-22,68860,2,No,40.5
2427,284271,2020-09-22,61366,9,No,40.5
2428,313323,2020-09-22,69594,2,No,40.5
2429,326375,2020-09-22,34735,20,No,40.5
2430,277820,2020-09-22,65244,3,No,75.78
2431,325571,2020-09-22,71444,1,Yes,4.98
2432,308994,2020-09-22,53638,29,No,40.5
2433,237069,2020-09-22,51301,7,No,59.88
2434,305837,2020-09-22,68577,2,No,40.5
2435,294505,2020-09-22,35207,3,No,40.5
2436,257666,2020-09-22,31873,20,No,56.5
2437,295207,2020-09-22,56558,14,No,40.5
2438,314752,2020-09-22,69786,2,No,40.5
2439,309193,2020-09-22,46411,41,No,59.88
2440,281003,2020-09-22,60230,8,No,59.88
2441,291739,2020-09-22,56536,14,No,67.78
2442,309055,2020-09-22,32510,80,No,40.5
2443,308484,2020-09-22,68968,4,No,67.88
2444,291177,2020-09-22,66723,4,No,40.5
2445,272949,2020-09-22,61619,8,No,59.88
2446,271658,2020-09-22,39251,6,No,62.88
2447,271677,2020-09-22,30036,45,No,59.88
2448,313870,2020-09-22,69708,2,No,59.88
2449,326642,2020-09-22,71549,1,No,59.88
2450,278837,2020-09-22,23625,19,No,59.88
2451,239742,2020-09-22,61227,3,No,48.5
2452,308854,2020-09-22,25908,67,No,40.5
2453,308696,2020-09-22,69011,2,No,59.88
2454,314756,2020-09-22,69787,2,No,59.88
2455,223254,2020-09-22,48494,6,No,90.73
2456,302676,2020-09-22,68130,2,No,59.88
2457,232800,2020-09-22,31708,15,No,59.88
2458,291576,2020-09-22,53425,16,No,40.5
2459,295109,2020-09-22,66295,5,No,59.88
2460,326048,2020-09-22,71459,1,Yes,4.98
2461,325583,2020-09-22,6616,48,No,75.88
2462,309139,2020-09-22,68148,5,No,59.88
2463,313806,2020-09-22,69696,2,No,91.78
2464,281134,2020-09-22,65562,4,No,59.88
2465,326399,2020-09-22,71498,1,No,59.88
2466,236464,2020-09-22,60933,4,No,65.88
2467,273268,2020-09-22,62855,4,No,40.5
2468,291275,2020-09-22,65716,5,No,63.83
2469,304435,2020-09-22,66376,8,No,59.88
2470,325929,2020-09-22,71457,1,No,43.5
2471,303816,2020-09-22,68327,2,No,40.5
2472,319356,2020-09-22,70489,2,No,87.78
2473,304087,2020-09-22,64931,11,No,40.5
2474,283905,2020-09-22,56749,9,No,65.88
2475,326213,2020-09-22,62729,7,No,59.88
2476,276198,2020-09-22,29762,21,No,40.5
2477,326719,2020-09-22,71569,1,No,54.0
2478,288085,2020-09-22,46723,25,No,59.88
2479,283983,2020-09-22,63374,9,No,59.88
2480,263275,2020-09-22,52594,11,No,67.78
2481,326545,2020-09-22,71530,1,No,48.5
2482,255987,2020-09-22,46127,12,No,40.5
2483,249715,2020-09-22,41737,13,No,40.5
2484,264057,2020-09-22,39162,7,No,59.88
2485,269490,2020-09-22,41226,5,No,40.5
2486,271653,2020-09-22,62616,5,No,40.5
2487,296070,2020-09-22,67223,3,No,54.5
2488,288020,2020-09-22,61488,7,No,40.5
2489,309583,2020-09-22,50576,12,No,40.5
2490,277630,2020-09-22,65205,4,No,77.88
2491,309064,2020-09-22,64975,11,No,40.5
2492,271761,2020-09-22,35696,23,No,48.5
2493,303800,2020-09-22,68324,2,No,59.88
2494,326444,2020-09-22,71509,1,No,40.5
2495,295133,2020-09-22,63811,7,No,40.5
2496,304878,2020-09-22,68448,3,No,47.5
2497,265733,2020-09-22,62053,5,No,59.88
2498,286301,2020-09-22,57685,10,No,59.88
2499,273727,2020-09-22,64760,4,No,68.88
2500,308518,2020-09-22,53790,8,No,95.88
2501,314528,2020-09-22,64337,3,No,40.5
2502,298704,2020-09-22,66886,4,No,40.5
2503,326594,2020-09-22,66251,6,No,59.88
2504,326283,2020-09-22,71476,1,No,59.88
2505,309123,2020-09-22,65421,11,No,59.88
2506,320073,2020-09-22,70527,2,No,59.88
2507,246892,2020-09-22,29173,22,No,59.88
2508,326332,2020-09-22,71487,1,Yes,4.98
2509,303959,2020-09-22,68356,4,No,40.5
2510,326379,2020-09-22,24018,2,No,40.5
2511,297988,2020-09-22,62642,14,No,40.5
2512,301125,2020-09-22,67864,2,No,59.88
2513,295143,2020-09-22,60893,11,No,59.88
2514,326465,2020-09-22,71511,1,No,65.88
2515,306880,2020-09-22,68783,2,No,40.5
2516,326614,2020-09-22,37268,10,No,40.5
2517,309159,2020-09-22,23028,62,No,40.5
2518,326630,2020-09-22,71546,1,No,40.5
2519,326395,2020-09-22,71497,1,Yes,4.98
2520,226185,2020-09-22,7978,8,No,40.5
2521,326701,2020-09-22,71564,1,No,40.5
2522,303167,2020-09-22,68197,3,No,40.5
2523,234852,2020-09-22,43038,23,No,48.5
2524,326204,2020-09-22,71461,1,Yes,4.98
2525,295147,2020-09-22,50091,19,No,59.88
2526,326407,2020-09-22,71500,1,No,40.5
2527,326697,2020-09-22,71563,1,Yes,4.98
2528,326423,2020-09-22,71504,1,No,40.5
